statement_idx	report	page_num	sent_num	statement	confidence	score	split
4752	AR6_WGII	1082	21	Burdens of allergic disease, particularly allergic rhinitis and allergic asthma may be changing in response to climate change	medium	1	train
4753	AR6_WGII	1083	15	People with chronic illnesses are at particular risk during and after extreme weather events due to treatment interruptions and lack of access to medication	medium	1	train
4754	AR6_WGII	1083	23	Heat continues to pose a significant health risk due to increases in exposure, changes in the size and spatial distribution of the human population, mounting vulnerability and an increase in extreme heat events	high	2	train
4755	AR6_WGII	1083	24	Some regions are already experiencing heat stress conditions approaching the upper limits of labour productivity and human survivability	high	2	train
4756	AR6_WGII	1084	8	Several lines of evidence point to a possible decrease in population sensitivity to heat, albeit mainly for high-income countries	high	2	train
4757	AR6_WGII	1084	15	Excess deaths during extreme heat events occur predominantly in older individuals and are overwhelmingly cardiovascular in origin	very high	3	train
4758	AR6_WGII	1084	26	Heat- and cold-related health outcomes vary by location (Dialesandro et al., 2021; Hu et al., 2019; Phung et al., 2016), suggesting outcomes are highly moderated by socioeconomic, occupational and other non-climatic determinants of individual health and socioeconomic vulnerability (Åström et al., 2020; McGregor et al., 2017; McGregor et al., 2017; Schuster et al., 2017; Benmarhnia et al., 2015; Watts et al., 2019)	high	2	train
4759	AR6_WGII	1086	1	It is as likely as not that climate change has increased the current burden of disease from injuries related to extreme weather, particularly in low- income settings	low	0	train
4760	AR6_WGII	1087	2	Consumption of mercury-contaminated fish has been found to be linked to neurological disorders due to methyl mercury poisoning (i.e., Minamata disease) that is associated with climate change-contaminant interactions that alter the bioaccumulation and biomagnification of toxic and fat-soluble persistent organic pollutants and polychlorinated biphenyls (PCBs) (Alava et al., 2017) in seafood and marine mammals	medium	1	train
4761	AR6_WGII	1087	14	There is an observable association between high temperatures and mental health decrements	high	2	train
4762	AR6_WGII	1087	21	Discrete climate hazards including storms (Kessler et al., 2008; Boscarino et al., 2013; Boscarino et al., 2017; Obradovich et al., 2018), floods (Baryshnikova and Pham, 2019), heatwaves, wildfires and drought (Hanigan et al., 2012; Carleton, 2017; Zhong et al., 2018; Charlson et al., 2021) have significant negative consequences for mental health	very high	3	train
4763	AR6_WGII	1089	3	Mental health impacts can emerge as result of climate impacts on economic, social and food systems	high	2	train
4764	AR6_WGII	1089	9	Anxiety about the potential risks of climate change and awareness of climate change itself can affect mental health even in the absence of direct impacts	low	0	test
4765	AR6_WGII	1089	21	Heat is one of the best-studied aspects of climate change observed to reduce well-being	high	2	train
4766	AR6_WGII	1090	4	Both heat and air pollution also impair human capabilities through a negative effect on cognitive performance (Taylor et al., 2016b) and even impair skills acquisition, reducing the ability to learn (Park et al., 2021) and affecting marginalised groups more strongly (Park et al., 2020), although findings are inconsistent and depend in part on the nature of the task	low	0	train
4767	AR6_WGII	1090	5	Systematic reviews have found an association between higher ambient levels of fine airborne particles with cognitive impairment in the elderly and with behavioural problems (related to impulsivity and attention problems) in children (Power et al., 2016; Yorifuji et al., 2017; Younan et al., 2018; Zhao et al., 2018b)	medium	1	train
4768	AR6_WGII	1090	8	A general theme across studies from all regions is that climate-related migration outcomes are diverse	high	2	train
4769	AR6_WGII	1090	11	The diversity of potential migration and displacement outcomes reflects (a) the variable nature of climate hazards in terms of the rate of onset, intensity, duration, spatial extent and severity of damage caused to housing, infrastructure and livelihoods and (b) the wide range of social, economic, cultural, political and other non-climatic factors that influence exposure, vulnerability, adaptation options and the contexts in which migration decisions are made (Neumann and Hermans, 2015; McLeman, 2017; Barnett and McMichael, 2018; Cattaneo et al., 2019; Hoffmann et al., 2020)	high	2	train
4770	AR6_WGII	1090	12	Weather events and climate conditions can act as direct drivers of migration and displacement (e.g., destruction of homes by tropical cyclones) and as indirect drivers (e.g., rural income losses and/or food insecurity due to heat- or drought-related crop failures that in turn generate new population movements)	high	2	train
